headline,guardian_keywords,esg_category
"Sports Direct pays out £43m bonus among 2,000 staff ",['corporate governance'],governance
Tax avoidance 'not a legal duty',"['tax avoidance', 'corporate governance']",governance
Parmalat probe widens to other Tanzi concerns,['corporate governance'],governance
Conrad Black indicted on new charges,['corporate governance'],governance
City regulation: Treasury committee warns of delay in new FSA market abuse powers,['corporate governance'],governance
Key points of the autumn statement – at a glance ,['tax avoidance'],governance
The French villa at the heart of a Chinese scandal ,['tax havens'],governance
United Utilities and ICI drop New York listings,['corporate governance'],governance
Senate leader calls for US government's explanation in wake of HSBC leaks ,"['tax avoidance', 'corporate governance']",governance
Standard Chartered boss earns £3.5m despite waiving bonus ,['executive pay and bonuses'],governance
France pushes forward alone with new tax on big tech companies,['corporate governance'],governance
David Cameron's father sought legal advice on best tax havens,"['tax avoidance', 'corporate governance', 'tax havens']",governance
Cocky Osborne may miss out on top job because of his character flaws,"['tax avoidance', 'corporate governance']",governance
Revealed: Carillion lenders alerted to concerns months before collapse ,['corporate governance'],governance
Fat Cat Friday should shatter the myth that Britain’s bosses deserve their pay,"['executive pay and bonuses', 'corporate governance']",governance
Bernard Madoff's fall from grace,['corporate governance'],governance
My plans to tax wealth as well as income would create a more equal society,"['tax avoidance', 'corporate governance']",governance
Tax-avoidance Gibraltar firm behind anti-EU campaign group backed by Nigel Farage ,['tax avoidance'],governance
Church of England: we'll vote to block excessive boardroom pay deals ,['executive pay and bonuses'],governance
The libertarian iCapitalists wouldn't have anything to do with the state … would they?,"['tax avoidance', 'corporate governance']",governance
Crispr: is it a good idea to ‘upgrade’ our DNA? ,['ethics'],governance
Powerful Google tax opponent will urge UK to drop hostility to radical EU change ,"['tax avoidance', 'corporate governance']",governance
Margrethe Vestager gets second term in EU competition job,"['tax avoidance', 'corporate governance']",governance
Underperforming but not underpaid – hedge funds accused of rewarding failure ,"['corporate governance', 'executive pay and bonuses']",governance
Lookers confirms £19m charge to correct books after fraud inquiry,['corporate governance'],governance
"Europe, Apple, and the money burning  a hole in Silicon Valley’s wallet ",['corporate governance'],governance
Co-op Group members revolt over boardroom elections,['corporate governance'],governance
Government called on to take bolder action on corporate reform,['corporate governance'],governance
"Barclays: triple the profits, but still a work in progress",['corporate governance'],governance
No 10 tries to shut down queries over offshore fund of Ian Cameron ,['tax havens'],governance
Enron inquiry looks at two British banks,['corporate governance'],governance
What are the Panama Papers? A guide to the biggest data leak in history ,['tax havens'],governance
ENRC's Kazakh founder bids to become its chairman,['corporate governance'],governance
Does the Illuminati control the world? Maybe it’s not such a mad idea | Julian Baggini ,['ethics'],governance
BHS placed into liquidation after pressure from biggest creditor ,['corporate governance'],governance
Why should Apple have access to consumers if it refuses to pay its fair share of taxes?,"['corporate governance', 'tax avoidance']",governance
Don't cry to mother if rates freebie comes back to bite,['corporate governance'],governance
Interest rate rises won’t work if the Fed has misread the US labour market ,['executive pay and bonuses'],governance
Adviser in British Steel sale once fined over inside information breach,['corporate governance'],governance
Zuckerberg's control of Facebook is near absolute – who will hold him accountable? ,['ethics'],governance
Sports Direct crisis grows as MPs and investors question business,['corporate governance'],governance
James Crosby to give up knighthood and 30% of pension,['corporate governance'],governance
London's black-cab drivers consider court action against Uber ,"['tax avoidance', 'corporate governance']",governance
Netherlands plans to rein in tax avoidance during EU presidency ,"['tax avoidance', 'corporate governance']",governance
Enron may have to sell UK assets,['corporate governance'],governance
Could revolution help rescue business from itself?,['corporate governance'],governance
German state buys USB said to hold evidence of €600m in tax avoidance,"['tax avoidance', 'corporate governance']",governance
Revealed: Isle of Man firm at centre of claims against Arron Banks ,['tax havens'],governance
Starbucks expected to make corporation tax pledge,['corporate governance'],governance
Sir Philip Green must pay for the BHS scandal – starting with the pension fund | Frank Field ,['corporate governance'],governance
Where the streets have no statues: why do the Irish hate U2? ,['tax avoidance'],governance
Lord Ashcroft's Belize bank hit by wave of withdrawals ,"['tax avoidance', 'tax havens', 'corporate governance']",governance
The Carillion pension bungle raises this question: where was the oversight? | Simon Jenkins ,['corporate governance'],governance
MPs launch tax inquiry after criticism of £130m Google-HMRC deal ,['tax avoidance'],governance
"Smiths boss handed extra £200,000",['corporate governance'],governance
Bank of England must issue firm instructions to soften the coronavirus fallout,['corporate governance'],governance
Father and son face 30 years for Adelphia fraud,['corporate governance'],governance
A free market in tax is a grotesque reality,"['tax avoidance', 'tax havens', 'corporate governance']",governance
Black never thought it would come to this,['corporate governance'],governance
Church fund chief says coronavirus will renew calls for responsible capitalism ,"['executive pay and bonuses', 'corporate governance']",governance
New chief opens Parmalat inquiry,['corporate governance'],governance
Elon Musk wins approval for new pay deal with potential $55bn bonus ,['executive pay and bonuses'],governance
"UK could legislate to force tax havens to reveal offshore ownership, says Pickles","['tax avoidance', 'corporate governance']",governance
Campaign grows to oust Murdoch,['corporate governance'],governance
Am I a good person? You asked Google – here’s the answer | Andrew Brown ,['ethics'],governance
WeWork boss to walk away with $1.7bn after SoftBank rescue deal,['corporate governance'],governance
Sir Howard Davies returns to his financial roots with RBS job,['corporate governance'],governance
Google boss calls for a 'rational and predictable international tax system',"['corporate governance', 'tax avoidance']",governance
Mike Ashley running Sports Direct like 'Victorian workhouse',['corporate governance'],governance
MPs' debate about Sir Philip Green's knighthood is premature,['corporate governance'],governance
Sir Philip Green must pay for the BHS scandal – starting with the pension fund,['corporate governance'],governance
Ryanair and Wizz Air to remove voting rights from UK investors,['corporate governance'],governance
Coronavirus may force UK doctors to decide who they’ll save | Jonathan Ives ,['ethics'],governance
How can businesses help to eradicate child labour? – live chat,['corporate governance'],governance
